year,state_abbr,state_name,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,state_government
1997,DE,Delaware,732000,5753,22,428,0,1783,3520,36578,6421,25904,4253,D
1998,DE,Delaware,744000,5672,21,499,0,1445,3707,34230,6395,24649,3186,D
1999,DE,Delaware,753538,5534,24,529,0,1492,3489,30922,5245,22634,3043,D
2000,DE,Delaware,783600,5363,25,424,0,1394,3520,29727,5216,21360,3151,D
2001,DE,Delaware,796599,4868,23,420,0,1156,3269,27399,5144,19476,2779,D
2002,DE,Delaware,805945,4836,26,358,0,1154,3298,26967,5355,18555,3057,D
2003,DE,Delaware,818166,5525,21,370,0,1441,3693,27943,6066,18933,2944,D
2004,DE,Delaware,830069,5105,28,357,0,1343,3377,27256,5669,19285,2302,D
2005,DE,Delaware,841741,5332,37,377,0,1306,3612,26245,5811,18085,2349,D
2006,DE,Delaware,853476,5983,42,417,0,1791,3733,29670,6337,20449,2884,D
2007,DE,Delaware,864764,6100,39,341,0,1763,3957,29216,6420,20454,2342,D
2008,DE,Delaware,873092,6187,57,371,0,1847,3912,31385,6783,22045,2557,D
2009,DE,Delaware,885122,5713,41,395,0,1680,3597,29685,6943,20836,1906,D
2010,DE,Delaware,899792,5608,51,326,0,1839,3392,31078,7550,21593,1935,D
2011,DE,Delaware,908137,5144,48,307,0,1558,3231,31163,7617,22001,1545,D
2012,DE,Delaware,917053,5048,56,249,0,1498,3245,30707,7389,21880,1438,D
2013,DE,Delaware,925240,4633,41,0,399,1233,2960,29001,6299,21347,1355,D
2014,DE,Delaware,935968,4568,50,0,390,1271,2857,27915,5765,20885,1265,D
2015,DE,Delaware,944076,4760,62,0,361,1240,3097,25545,4797,19555,1193,D
2016,DE,Delaware,952698,4859,58,0,311,1359,3131,26370,5028,19812,1530,D
2017,DE,Delaware,957078,4377,51,0,351,1082,2893,23430,3960,18108,1362,D
2018,DE,Delaware,965479,4079,46,0,334,861,2838,22405,3154,17780,1471,D
2019,DE,     Delaware,976668,4128,47,0,329,789,2963,21932,2984,17343,1605,D
2020,DE,     Delaware,986809,4262,73,0,261,700,3228,19355,2508,15182,1665,D
1979,FL,Florida,8860000,73881,1084,4576,0,22097,46124,607281,190884,378099,38298,D
1980,FL,Florida,9567112,94095,1387,5439,0,34015,53254,709730,239825,424223,45682,D
1981,FL,Florida,10166000,98109,1522,5707,0,35473,55407,718470,241536,431222,45712,D
1982,FL,Florida,10416000,93411,1409,5587,0,31002,55413,684166,211932,427462,44772,D
1983,FL,Florida,10680000,88292,1199,5170,0,28126,53797,635934,191902,400796,43236,D
1984,FL,Florida,10976000,95270,1264,5570,0,30311,58125,653429,198446,408153,46830,D
1985,FL,Florida,11366000,106971,1296,6004,0,35506,64165,753918,228402,465792,59724,D
1986,FL,Florida,11675000,121013,1371,6152,0,42822,70668,839651,259331,510496,69824,D
1987,FL,Florida,12023000,123168,1371,6032,0,42869,72896,899167,271346,546466,81355,R
1988,FL,Florida,12377000,138343,1416,6154,0,49916,80857,967869,283960,589215,94694,R
1989,FL,Florida,12671000,140575,1405,6299,0,51188,81683,975042,289254,583702,102086,R
1990,FL,Florida,12937926,160990,1379,6781,0,53928,98902,978944,280832,591210,106902,R
1991,FL,Florida,13277000,157243,1248,6865,0,53083,96047,977570,266313,607222,104035,D
1992,FL,Florida,13488000,162827,1208,7310,0,49482,104827,964533,254755,598093,111685,D
1993,FL,Florida,13679000,164975,1224,7359,0,48913,107479,977363,251063,603784,122516,D
1994,FL,Florida,13953000,160016,1165,7301,0,45871,105679,991105,237341,626578,127186,D
1995,FL,Florida,14166000,151711,1037,6887,0,42485,101302,939288,215657,612311,111320,D
1996,FL,Florida,14400000,151350,1077,7508,0,41643,101122,928273,219056,605448,103769,D
1997,FL,Florida,14654000,149996,1012,7599,0,40459,100926,915613,213926,594492,107195,D
1998,FL,Florida,14916000,140016,967,7404,0,36198,95447,887107,203105,579752,104250,D
1999,FL,Florida,15111244,129044,859,6990,0,31969,89226,808674,181378,534105,93191,R
2000,FL,Florida,15982378,129777,903,7057,0,31809,90008,780377,172898,518298,89181,R
2001,FL,Florida,16373330,130713,874,6641,0,32867,90331,782517,176052,516548,89917,R
2002,FL,Florida,16691701,128721,911,6753,0,32581,88476,777236,177242,511478,88516,R
2003,FL,Florida,16999181,124280,924,6727,0,31523,85106,757696,170644,505489,81563,R
2004,FL,Florida,17385430,123754,946,6612,0,29997,86199,727141,166332,482484,78325,R
2005,FL,Florida,17768191,125957,883,6592,0,30141,88341,712998,164783,472912,75303,R
2006,FL,Florida,18089888,129602,1129,6475,0,34147,87851,721101,170873,473774,76454,R
2007,FL,Florida,18251243,131878,1202,6149,0,38155,86372,746249,181836,490783,73630,R
2008,FL,Florida,18328340,126256,1168,5972,0,36268,82848,758889,188472,506902,63515,R
2009,FL,Florida,18537969,113541,1017,5501,0,30911,76112,712010,181884,479867,50259,R
2010,FL,Florida,18838613,101969,987,5373,0,26086,69523,669035,169119,458454,41462,R
2011,FL,Florida,19082262,98198,984,5273,0,25622,66319,671200,170171,461408,39621,R
2012,FL,Florida,19320749,94087,1009,5260,0,23889,63929,632988,153563,442095,37330,R
2013,FL,Florida,19600311,91993,972,0,6767,23200,61054,607170,138915,433344,34911,R
2014,FL,Florida,19905569,91345,982,0,7132,21621,61610,583774,121379,426197,36198,R
2015,FL,Florida,20244914,93625,1041,0,7552,21137,63895,570270,109268,420341,40661,R
2016,FL,Florida,20656589,88700,1111,0,7598,20175,59816,553812,100325,410352,43135,R
2017,FL,Florida,20976812,85606,1057,0,7936,18597,58016,527125,88835,395375,42915,R
2018,FL,Florida,21244317,81980,1107,0,8438,16884,55551,486017,71933,372919,41165,R
2019,FL,     Florida,21492056,81291,1122,0,8463,16234,55472,460966,63338,358537,39091,R
2020,FL,     Florida,21733312,83368,1290,0,7686,13521,60871,384556,52293,293992,38271,R
1979,GA,Georgia,5118000,28594,877,2216,0,10939,14562,248641,81579,145758,21304,D
1980,GA,Georgia,5400851,29993,743,2391,0,10670,16189,272652,91773,160764,20115,D
1981,GA,Georgia,5569000,30527,960,2362,0,10938,16267,282926,93121,171170,18635,D
1982,GA,Georgia,5639000,26963,713,2242,0,8716,15292,267097,84469,165049,17579,D
1983,GA,Georgia,5732000,26179,483,2021,0,8267,15408,232062,72614,143398,16050,D
1984,GA,Georgia,5837000,27935,546,2356,0,8414,16619,234621,70310,147251,17060,D
1985,GA,Georgia,5976000,30311,620,2587,0,9812,17292,275070,81070,171950,22050,D
1986,GA,Georgia,6104000,35869,686,2678,0,13056,19449,297130,88695,182171,26264,D
1987,GA,Georgia,6222000,35868,735,2681,0,13014,19438,324511,96572,197302,30637,D
1988,GA,Georgia,6401000,42589,748,2970,0,15593,23278,362376,103106,223768,35502,D
1989,GA,Georgia,6436000,47357,820,3150,0,17450,25937,407868,110215,255578,42075,D
1990,GA,Georgia,6478216,48996,767,3472,0,17067,27690,389165,104905,240623,43637,D
1991,GA,Georgia,6623000,48894,849,2800,0,17762,27483,381165,100317,240359,40489,D
1992,GA,Georgia,6751000,49496,741,3057,0,16863,28835,382934,97402,246619,38913,D
1993,GA,Georgia,6917000,50019,789,2448,0,17154,29628,378348,90423,246849,41076,D
1994,GA,Georgia,7055000,47103,703,2448,0,15703,28249,376926,81406,256208,39312,D
1995,GA,Georgia,7201000,47317,683,2539,0,14777,29318,385005,76324,264872,43809,D
1996,GA,Georgia,7353000,46966,630,2357,0,15100,28879,416986,81968,288803,46215,D
1997,GA,Georgia,7486000,45408,563,2328,0,15473,27044,388155,81320,262263,44572,D
1998,GA,Georgia,7642000,43762,618,2322,0,14308,26514,373717,75720,255459,42538,D
1999,GA,Georgia,7788240,41585,583,2319,0,12962,25721,359383,71429,247834,40120,D
2000,GA,Georgia,8186453,41319,651,1968,0,13250,25450,347630,68488,240440,38702,D
2001,GA,Georgia,8405677,41671,598,2180,0,14402,24491,347872,71799,238484,37589,D
2002,GA,Georgia,8544005,39271,606,2108,0,13432,23125,346559,73932,234591,38036,D
2003,GA,Georgia,8676460,39435,657,2234,0,14043,22501,369589,79001,247196,43392,R
2004,GA,Georgia,8918129,40217,613,2387,0,13656,23561,376656,82992,249426,44238,R
2005,GA,Georgia,9132553,40725,564,2143,0,14041,23977,378534,84463,249594,44477,R
2006,GA,Georgia,9363941,44754,605,2169,0,15511,26469,362712,85140,234445,43127,R
2007,GA,Georgia,9544750,46917,720,2198,0,17291,26708,371248,90294,238436,42518,R
2008,GA,Georgia,9685744,47353,640,2334,0,17808,26571,387917,100564,247709,39644,R
2009,GA,Georgia,9829211,42073,566,2323,0,14631,24553,360985,98606,229216,33163,R
2010,GA,Georgia,9712157,39068,555,2107,0,12372,24034,353449,96947,226161,30341,R
2011,GA,Georgia,9812460,36762,549,2066,0,12266,21881,357235,96014,231543,29678,R
2012,GA,Georgia,9915646,37675,583,2143,0,12502,22447,339473,86992,223875,28606,R
2013,GA,Georgia,9994759,37519,563,0,2891,12704,21361,339808,83459,229190,27159,R
2014,GA,Georgia,10097132,38955,607,0,3147,12786,22415,339146,78029,233359,27758,R
2015,GA,Georgia,10199398,38891,622,0,3257,12545,22467,316013,68149,220715,27149,R
2016,GA,Georgia,10313620,40268,682,0,3381,12114,24091,307305,62715,218127,26463,R
2017,GA,Georgia,10413055,37118,681,0,2646,9844,23947,297651,55363,216252,26036,R
2018,GA,Georgia,10511131,35619,647,0,2798,8499,23675,277803,46816,205631,25356,R
2019,GA,     Georgia,10628020,34666,605,0,3005,7488,23568,294817,37476,234850,22491,R
2020,GA,     Georgia,10710017,42850,943,0,3420,7016,31471,214988,31139,158343,25506,R
1979,HI,Hawaii,915000,2651,66,296,0,1688,601,63664,16538,40580,6546,D
1980,HI,Hawaii,964680,2889,84,335,0,1835,635,69291,17822,45564,5905,D
1981,HI,Hawaii,979000,2424,47,340,0,1453,584,61636,16726,40699,4211,D
1982,HI,Hawaii,994000,2542,31,342,0,1560,609,62906,16477,42248,4181,D
1983,HI,Hawaii,1023000,2579,57,301,0,1330,891,56853,13636,38920,4297,D
1984,HI,Hawaii,1039000,2409,34,314,0,1204,857,54573,12609,38329,3635,D
1985,HI,Hawaii,1054000,2313,43,310,0,1048,912,52501,12164,37357,2980,D
1986,HI,Hawaii,1062000,2604,51,329,0,1129,1095,57626,14218,39922,3486,D
1987,HI,Hawaii,1083000,2851,52,393,0,1061,1345,60157,12515,43678,3964,D
1988,HI,Hawaii,1093000,2810,44,355,0,919,1492,62650,13726,44946,3978,D
1989,HI,Hawaii,1112000,3004,53,496,0,925,1530,66723,14939,47374,4410,D
1990,HI,Hawaii,1108229,3113,44,360,0,1013,1696,64563,13611,46735,4217,D
1991,HI,Hawaii,1135000,2744,45,375,0,986,1338,65020,14011,47195,3814,D
1992,HI,Hawaii,1160000,2998,42,440,0,1151,1365,67901,13006,50544,4351,D
1993,HI,Hawaii,1172000,3061,45,394,0,1214,1408,70505,13310,51912,5283,D
1994,HI,Hawaii,1179000,3091,50,359,0,1221,1461,75672,14029,55260,6383,D
1995,HI,Hawaii,1187000,3509,56,336,0,1553,1564,81938,13832,59907,8199,D
1996,HI,Hawaii,1184000,3322,40,326,0,1606,1350,74639,12781,54701,7157,D
1997,HI,Hawaii,1187000,3299,47,371,0,1403,1478,68193,12741,48984,6468,D
1998,HI,Hawaii,1193000,2946,24,352,0,1225,1345,60677,11169,43914,5594,D
1999,HI,Hawaii,1185497,2785,44,354,0,1044,1343,54539,9421,40458,4660,D
2000,HI,Hawaii,1211537,2954,35,346,0,1123,1450,60033,10665,43254,6114,D
2001,HI,Hawaii,1227024,3117,32,409,0,1142,1534,62830,11162,44925,6743,D
2002,HI,Hawaii,1240663,3262,24,372,0,1210,1656,71976,12722,49344,9910,D
2003,HI,Hawaii,1248755,3400,22,367,0,1168,1843,65867,11409,44807,9651,R
2004,HI,Hawaii,1262124,3213,33,333,0,944,1903,60525,10827,41078,8620,R
2005,HI,Hawaii,1273278,3253,24,343,0,1001,1885,61115,9792,42188,9135,R
2006,HI,Hawaii,1285498,3608,21,353,0,1144,2090,54247,8724,37784,7739,R
2007,HI,Hawaii,1283388,3544,24,377,0,1122,2021,52866,9089,37494,6283,R
2008,HI,Hawaii,1288198,3510,26,363,0,1085,2036,45944,9404,31424,5116,R
2009,HI,Hawaii,1295178,3550,23,385,0,1030,2112,47516,9244,33415,4857,R
2010,HI,Hawaii,1363359,3603,25,377,0,1065,2136,45667,8706,31681,5280,R
2011,HI,Hawaii,1378129,3465,20,353,0,994,2098,43874,8165,31240,4469,D
2012,HI,Hawaii,1390090,3378,21,279,0,1125,1953,43419,7653,31901,3865,D
2013,HI,Hawaii,1408987,3585,32,0,508,934,2111,45266,7777,32928,4561,D
2014,HI,Hawaii,1420257,3362,20,0,548,952,1842,46022,7470,33003,5549,D
2015,HI,Hawaii,1431603,4201,19,0,538,1085,1878,45389,6810,33140,5439,D
2016,HI,Hawaii,1428683,3452,35,0,601,985,1831,42353,5983,30871,5499,D
2017,HI,Hawaii,1424203,3577,39,0,567,1077,1894,40392,5549,29574,5269,D
2018,HI,Hawaii,1420593,3622,40,0,709,951,1922,41027,5709,29600,5718,D
2019,HI,     Hawaii,1415615,3745,37,0,625,1079,2004,40617,5534,29878,5205,D
2020,HI,     Hawaii,1407006,3576,41,0,569,867,2099,33928,4630,23954,5344,D
1979,IA,Iowa,2903000,5259,65,320,0,1457,3417,119620,26768,85023,7829,R
1980,IA,Iowa,2907804,5826,63,416,0,1596,3751,132200,31390,93605,7205,R
1981,IA,Iowa,2897000,5915,76,389,0,1554,3896,130723,30925,93333,6465,R
1982,IA,Iowa,2905000,5018,67,362,0,1051,3538,115148,27535,82568,5045,R
1983,IA,Iowa,2905000,5262,68,365,0,1192,3637,108587,26599,77402,4586,R
1984,IA,Iowa,2910000,5781,59,375,0,1114,4233,104785,25357,74818,4610,R
1985,IA,Iowa,2884000,6106,55,363,0,1187,4501,107607,26349,76835,4423,R
1986,IA,Iowa,2851000,6703,51,356,0,1197,5099,111633,27255,79864,4514,R
1987,IA,Iowa,2834000,6553,59,337,0,1025,5132,110781,26010,80489,4282,R
1988,IA,Iowa,2834000,7279,47,446,0,1132,5654,108254,24211,79447,4596,R
1989,IA,Iowa,2840000,7563,54,459,0,1108,5942,108349,24052,79801,4496,R
1990,IA,Iowa,2776755,8321,54,510,0,1089,6668,105550,22448,78384,4718,R
1991,IA,Iowa,2795000,8477,57,583,0,1257,6580,107069,23267,79030,4772,R
1992,IA,Iowa,2812000,7816,44,528,0,1113,6131,103459,21197,77788,4474,R
1993,IA,Iowa,2814000,9159,66,686,0,1517,6890,99080,20562,73148,5370,R
1994,IA,Iowa,2829000,8914,47,666,0,1327,6874,94475,18872,70507,5096,R
1995,IA,Iowa,2842000,10071,51,619,0,1507,7894,106504,21527,78645,6332,R
1996,IA,Iowa,2852000,7771,53,561,0,1286,5871,96296,18954,71893,5449,R
1997,IA,Iowa,2852000,8841,52,579,0,1593,6617,99986,22003,71301,6682,R
1998,IA,Iowa,2862000,8916,54,728,0,1456,6678,91272,19282,66016,5974,R
1999,IA,Iowa,2869413,8034,43,780,0,1051,6160,84463,17012,62316,5135,D
2000,IA,Iowa,2926324,7796,46,676,0,1071,6003,86834,16342,65118,5374,D
2001,IA,Iowa,2931967,7865,50,649,0,1154,6012,88634,16885,66244,5505,D
2002,IA,Iowa,2935840,8388,44,797,0,1169,6378,92877,18643,68411,5823,D
2003,IA,Iowa,2941976,8175,50,796,0,1131,6198,87554,17515,64400,5639,D
2004,IA,Iowa,2952904,8499,44,782,0,1160,6513,85775,17928,62214,5633,D
2005,IA,Iowa,2965524,8697,40,847,0,1153,6657,84370,18147,60723,5500,D
2006,IA,Iowa,2982085,8521,55,871,0,1309,6286,84202,18160,60998,5044,D
2007,IA,Iowa,2988046,8970,39,970,0,1328,6633,79133,17176,57018,4939,D
2008,IA,Iowa,3002555,8651,77,937,0,1249,6388,73273,16598,52299,4376,D
2009,IA,Iowa,3007856,8485,38,890,0,1201,6356,70080,16419,49757,3904,D
2010,IA,Iowa,3050202,8191,38,883,0,1012,6258,68740,16746,48194,3800,D
2011,IA,Iowa,3064097,7883,44,866,0,824,6149,72043,17573,50472,3998,R
2012,IA,Iowa,3075039,8167,49,901,0,962,6255,70357,17201,49116,4040,R
2013,IA,Iowa,3092341,8443,41,0,1133,937,6332,67976,15918,47803,4255,R
2014,IA,Iowa,3109481,8484,60,0,1150,1047,6227,65100,14363,46594,4143,R
2015,IA,Iowa,3121997,8619,73,0,1205,1050,6291,64688,14977,45328,4383,R
2016,IA,Iowa,3130869,9170,73,0,1278,1150,6669,65888,15306,45580,5002,R
2017,IA,Iowa,3143637,9038,98,0,1305,1269,6366,65652,14711,45441,5500,R
2018,IA,Iowa,3148618,8303,70,0,1126,989,6118,57024,12433,39498,5093,R
2019,IA,     Iowa,3159596,9086,70,0,1365,919,6732,58446,12406,40479,5561,R
2020,IA,     Iowa,3163561,9601,111,0,1289,943,7258,53725,11739,35751,6235,R
1979,ID,Idaho,905000,2613,49,186,0,392,1986,35766,9729,23577,2460,D
1980,ID,Idaho,943629,2957,29,211,0,442,2275,42169,11691,28243,2235,D
1981,ID,Idaho,959000,2717,43,198,0,362,2114,40733,11255,27423,2055,D
1982,ID,Idaho,965000,2501,24,160,0,292,2025,36902,9958,25256,1688,D
1983,ID,Idaho,989000,2361,35,181,0,270,1875,35872,9206,24979,1687,D
1984,ID,Idaho,1001000,2355,34,187,0,244,1890,34398,8751,24138,1509,D
1985,ID,Idaho,1005000,2360,22,192,0,269,1877,36916,8917,26170,1829,D
1986,ID,Idaho,1003000,2232,32,201,0,214,1785,39964,10065,28081,1818,D
1987,ID,Idaho,998000,2138,31,175,0,242,1690,39342,9748,27923,1671,D
1988,ID,Idaho,999000,2345,36,179,0,202,1928,37345,8691,26893,1761,D
1989,ID,Idaho,1014000,2582,26,236,0,152,2168,37278,8843,26825,1610,D
1990,ID,Idaho,1006749,2776,27,275,0,151,2323,38069,8187,28216,1666,D
1991,ID,Idaho,1039000,3016,19,300,0,215,2482,40578,8582,30143,1853,D
1992,ID,Idaho,1067000,3003,37,339,0,229,2398,39636,7934,30023,1679,D
1993,ID,Idaho,1099000,3097,32,388,0,186,2491,39161,7350,29795,2016,D
1994,ID,Idaho,1133000,3238,40,316,0,209,2673,42954,8147,32597,2210,D
1995,ID,Idaho,1163000,3745,48,330,0,279,3088,47444,9069,35560,2815,R
1996,ID,Idaho,1189000,3177,43,313,0,241,2580,44532,8431,33872,2229,R
1997,ID,Idaho,1210000,3107,39,350,0,237,2481,44388,9175,32784,2429,R
1998,ID,Idaho,1229000,3468,36,386,0,264,2782,42185,8518,31385,2282,R
1999,ID,Idaho,1251700,3066,25,417,0,223,2401,36363,7641,26824,1898,R
2000,ID,Idaho,1293953,3267,16,384,0,223,2644,37961,7330,28545,2086,R
2001,ID,Idaho,1320585,3211,30,425,0,245,2511,38181,7507,28285,2389,R
2002,ID,Idaho,1343124,3419,36,497,0,240,2646,39128,7441,29060,2627,R
2003,ID,Idaho,1367034,3362,26,535,0,245,2556,40042,7837,29559,2646,R
2004,ID,Idaho,1395140,3452,31,594,0,241,2586,38799,7671,28389,2739,R
2005,ID,Idaho,1429367,3670,35,577,0,266,2792,38556,8066,27606,2884,R
2006,ID,Idaho,1466465,3666,35,611,0,294,2726,35135,7545,25154,2436,R
2007,ID,Idaho,1499402,3841,49,607,0,243,2942,34124,7131,24727,2266,R
2008,ID,Idaho,1523816,3680,23,579,0,239,2839,31940,6748,23532,1660,R
2009,ID,Idaho,1545801,3805,24,575,0,254,2952,31220,6682,23066,1472,R
2010,ID,Idaho,1571102,3464,22,533,0,213,2696,31436,6513,23594,1329,R
2011,ID,Idaho,1583744,3202,35,444,0,188,2535,32875,6915,24629,1331,R
2012,ID,Idaho,1595590,3348,30,495,0,243,2580,31825,7240,23203,1382,R
2013,ID,Idaho,1612843,3471,29,0,674,220,2548,30230,6693,21999,1538,R
2014,ID,Idaho,1634806,3439,32,0,645,203,2559,30440,6466,22297,1677,R
2015,ID,Idaho,1652828,3593,32,0,703,191,2667,28912,6124,20916,1872,R
2016,ID,Idaho,1680026,3876,49,0,719,213,2895,29357,6318,20962,2077,R
2017,ID,Idaho,1718904,4111,42,0,755,222,3092,28557,5837,20570,2150,R
2018,ID,Idaho,1750536,4196,34,0,927,195,3040,25822,4990,18876,1956,R
2019,ID,     Idaho,1789060,4162,28,0,918,161,3055,22244,4045,16591,1608,R
2020,ID,     Idaho,1826913,4432,41,0,832,174,3385,20313,3731,14815,1767,R
1979,IL,Illinois,11230000,83540,1203,3702,0,36056,42579,593750,161776,356062,75912,R
1980,IL,Illinois,11355062,91753,1205,3950,0,41675,44923,620107,177099,369319,73689,R
1981,IL,Illinois,11455000,90781,1205,3716,0,42752,43108,609767,173142,366696,69929,R
1982,IL,Illinois,11448000,88644,1005,3424,0,39700,44515,579954,157273,354106,68575,R
1983,IL,Illinois,11486000,83629,1112,3619,0,36625,42273,552857,148445,339061,65351,R
1984,IL,Illinois,11511000,83441,1033,3594,0,34965,43849,527124,135068,324649,67407,R
1985,IL,Illinois,11535000,82448,927,4529,0,33120,43872,530205,131015,331030,68160,R
1986,IL,Illinois,11533000,93454,1023,4765,0,37583,50083,548311,136306,339418,72587,R
1987,IL,Illinois,11582000,92216,967,4443,0,36406,50400,535126,130147,342492,62487,R
1988,IL,Illinois,11544000,93557,991,4449,0,36097,52020,555316,130292,355148,69876,R
1989,IL,Illinois,11658000,98611,1051,4161,0,39138,54261,558803,125441,362556,70806,R
1990,IL,Illinois,11430602,110575,1182,4505,0,45038,59850,567841,121506,372862,73473,R
1991,IL,Illinois,11543000,119955,1300,4615,0,52653,61387,587868,129284,382942,75642,R
1992,IL,Illinois,11631000,113664,1322,4312,0,47973,60057,556900,125306,359618,71976,R
1993,IL,Illinois,11697000,112260,1332,4046,0,44584,62298,544869,118788,360730,65351,R
1994,IL,Illinois,11752000,112928,1378,3913,0,43788,63849,548222,118116,363888,66218,R
1995,IL,Illinois,11830000,117836,1221,4313,0,39139,73163,527572,108555,357143,61874,R
1996,IL,Illinois,11847000,105482,1179,4548,0,33106,66649,524777,108185,358515,58077,R
1997,IL,Illinois,11896000,102476,1096,4415,0,33123,63842,509113,103550,350140,55423,R
1998,IL,Illinois,12045000,97291,1008,4095,0,29927,62261,487915,97792,337191,52932,R
1999,IL,Illinois,12128370,83621,939,4297,0,26365,52020,463939,86317,320954,56668,R
2000,IL,Illinois,12419293,81196,898,3926,0,25641,50731,445278,81850,313161,50267,R
2001,IL,Illinois,12520227,79270,982,4010,0,24931,49347,434648,79158,306757,48733,R
2002,IL,Illinois,12586447,75759,961,4370,0,25314,45114,430479,81440,304227,44812,R
2003,IL,Illinois,12649087,70376,895,4189,0,23786,41506,415885,78345,295907,41633,D
2004,IL,Illinois,12712016,69365,780,4220,0,22582,41783,403486,76088,287025,40373,D
2005,IL,Illinois,12765427,70496,770,4313,0,23255,42158,394670,77635,277662,39373,D
2006,IL,Illinois,12831970,69498,780,4078,0,23782,40858,387478,77259,272578,37641,D
2007,IL,Illinois,12852548,68528,752,4103,0,23100,40573,377322,75524,267911,33887,D
2008,IL,Illinois,12901563,67780,790,4118,0,24054,38818,378355,78968,266815,32572,D
2009,IL,Illinois,12910409,64185,773,3901,0,22923,36588,353347,77850,248821,26676,D
2010,IL,Illinois,12841980,57132,704,3066,0,20386,32976,349064,77472,242681,28911,D
2011,IL,Illinois,12859752,54523,781,3030,0,20217,30495,344468,77719,237362,29387,D
2012,IL,Illinois,12868192,53556,770,3581,0,19480,29725,332706,71100,235314,26292,D
2013,IL,Illinois,12890552,51956,722,0,5340,17733,28161,296048,59093,216059,20896,D
2014,IL,Illinois,12882189,47775,690,0,4329,15271,27485,269647,50759,201003,17885,D
2015,IL,Illinois,12839047,49755,754,0,4926,15056,29019,256962,46846,192424,17692,R
2016,IL,Illinois,12835726,56054,1061,0,5003,17829,32161,263256,48193,195196,19867,R
2017,IL,Illinois,12786196,55777,983,0,5424,17731,31639,255108,43355,190860,20893,R
2018,IL,Illinois,12723071,52343,902,0,6106,14251,31084,246679,39317,187517,19845,R
2019,IL,     Illinois,12667017,52601,851,0,6161,12660,32929,235033,34789,181225,19019,D
2020,IL,     Illinois,12587530,53612,1151,0,5090,12261,35110,196287,31020,143935,21332,D
1979,IN,Indiana,5400000,18254,448,1681,0,7167,8958,230223,63176,143666,23381,R
1980,IN,Indiana,5461103,20633,485,1808,0,7720,10620,248619,71720,153297,23602,R
1981,IN,Indiana,5466000,18672,388,1616,0,7050,9618,229472,63887,147038,18547,R
1982,IN,Indiana,5471000,16444,355,1521,0,5966,8602,225894,59569,148454,17871,R
1983,IN,Indiana,5479000,15547,286,1509,0,5474,8278,210725,54147,138929,17649,R
1984,IN,Indiana,5498000,16781,303,1372,0,5435,9671,199258,51019,128941,19298,R
1985,IN,Indiana,5499000,17014,319,1318,0,5065,10312,198220,50295,129861,18064,R
1986,IN,Indiana,5504000,16937,329,1424,0,4954,10230,195233,48802,128404,18027,R
1987,IN,Indiana,5531000,18169,307,1609,0,4901,11352,209695,52363,137722,19610,R
1988,IN,Indiana,5575000,21187,358,1731,0,4963,14135,210177,52137,138335,19705,R
1989,IN,Indiana,5593000,22735,353,1804,0,5671,14907,225592,54201,149514,21877,D
1990,IN,Indiana,5544159,26275,344,2103,0,5619,18209,233376,52297,156741,24338,D
1991,IN,Indiana,5610000,28349,423,2318,0,6506,19102,241930,54814,161039,26077,D
1992,IN,Indiana,5662000,28791,464,2398,0,6921,19008,236584,53907,157181,25496,D
1993,IN,Indiana,5713000,27941,430,2234,0,6845,18432,227149,48677,154016,24456,D
1994,IN,Indiana,5752000,30205,453,2046,0,7490,20216,233975,48921,160043,25011,D
1995,IN,Indiana,5803000,30451,466,1930,0,7844,20211,238317,47676,163618,27023,D
1996,IN,Indiana,5841000,31366,420,1992,0,7249,21705,231376,45782,160777,24817,D
1997,IN,Indiana,5864000,30179,430,1928,0,7763,20058,231723,48182,158442,25099,D
1998,IN,Indiana,5899000,25423,454,1952,0,6561,16456,220529,46552,152790,21187,D
1999,IN,Indiana,5942901,22261,391,1607,0,6496,13767,201547,42463,138794,20290,D
2000,IN,Indiana,6080485,21230,352,1759,0,6282,12837,206905,41108,144707,21090,D
2001,IN,Indiana,6126743,22734,413,1716,0,7171,13434,211548,42758,147291,21499,D
2002,IN,Indiana,6156913,22001,362,1843,0,6612,13184,208965,42605,146073,20287,D
2003,IN,Indiana,6199571,21842,338,1720,0,6401,13383,208039,41582,145686,20771,D
2004,IN,Indiana,6226537,20294,316,1803,0,6373,11802,211929,42168,148670,21091,D
2005,IN,Indiana,6266019,20302,356,1856,0,6809,11281,216778,43756,151278,21744,R
2006,IN,Indiana,6313520,20303,361,1811,0,7175,10956,217783,45538,150655,21590,R
2007,IN,Indiana,6345289,21310,350,1738,0,7845,11377,213887,46485,147999,19403,R
2008,IN,Indiana,6376792,21525,322,1711,0,7580,11912,213639,48805,147334,17500,R
2009,IN,Indiana,6423113,21455,312,1621,0,7347,12175,199907,48880,137190,13837,R
2010,IN,Indiana,6490622,20983,268,1760,0,6559,12396,199274,48570,137204,13500,R
2011,IN,Indiana,6516353,21619,306,1758,0,6977,12578,206016,50571,140630,14815,R
2012,IN,Indiana,6537782,22544,307,1661,0,6601,13975,197994,47689,136668,13637,R
2013,IN,Indiana,6570713,23627,357,0,2241,7114,13915,187472,42754,130534,14184,R
2014,IN,Indiana,6597880,24105,333,0,2197,6894,14681,174909,36909,124144,13856,R
2015,IN,Indiana,6612768,25373,370,0,2386,7081,15536,171878,34404,123940,13534,R
